area_type,availability,address,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,"Kyalasanahalli,Bangalore",4 Bedroom,UpowsMe,1200,4,3,110
Plot  Area,Ready To Move,"Kyalasanahalli,Bangalore",3 Bedroom,Ceonyy ,1200,3,2,99
Plot  Area,Ready To Move,"Laggere,Bangalore",3 Bedroom,,1200,2,0,150
Plot  Area,Ready To Move,"Laggere,Bangalore",5 Bedroom,,2800,5,2,125
Plot  Area,Ready To Move,"Laggere,Bangalore",3 Bedroom,,1200,3,1,130
Plot  Area,Ready To Move,"Laggere,Bangalore",4 Bedroom,,1260,4,1,150
Plot  Area,Ready To Move,"Laggere,Bangalore",1 Bedroom,,1200,1,1,125
Plot  Area,Ready To Move,"Laggere,Bangalore",2 Bedroom,,1200,2,0,75
Super built-up  Area,Ready To Move,"Laggere,Bangalore",1 BHK,,1200,1,1,48
Super built-up  Area,Ready To Move,"Laggere,Bangalore",1 BHK,,1500,1,0,60
Built-up  Area,Ready To Move,"Laggere,Bangalore",1 Bedroom,,620,2,0,48
Plot  Area,Ready To Move,"Laggere,Bangalore",8 Bedroom,,1800,8,1,110
Plot  Area,Ready To Move,"Laggere,Bangalore",5 Bedroom,,1800,5,0,70
Plot  Area,Ready To Move,"Laggere,Bangalore",7 Bedroom,,1590,9,3,132
Built-up  Area,Ready To Move,"Lake City,Bangalore",2 BHK,Prdenth,780,2,1,35
Super built-up  Area,Ready To Move,"Lake City,Bangalore",2 BHK,,750,2,1,28
Super built-up  Area,Ready To Move,"Lake City,Bangalore",2 BHK,Prdenth,780,2,1,31
Super built-up  Area,Ready To Move,"Lake City,Bangalore",1 BHK,Prdenth,600,1,1,22.8
Plot  Area,Ready To Move,"Lakkasandra,Bangalore",9 Bedroom,,4500,9,,166
Plot  Area,Ready To Move,"Lakkasandra,Bangalore",7 Bedroom,,1500,6,0,210
Plot  Area,Ready To Move,"Lakkasandra Extension,Bangalore",5 Bedroom,,1280,3,1,250
Plot  Area,Ready To Move,"Lakshmi Layout,Bangalore",9 Bedroom,,900,10,,170
Plot  Area,Ready To Move,"Lakshmi Layout,Bangalore",4 Bedroom,,600,5,2,85
Super built-up  Area,Ready To Move,"Lakshmi Layout,Bangalore",3 BHK,Cemesti,1390,3,1,120
Plot  Area,Ready To Move,"Lakshmi Layout,Bangalore",6 Bedroom,,1200,4,2,115
Super built-up  Area,Ready To Move,"Lakshmiamma Garden,Bangalore",3 BHK,,1800,3,3,120
Super built-up  Area,Ready To Move,"Lakshmiamma Garden,Bangalore",3 BHK,,3000,3,1,265
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1180,2,2,75
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1179,2,1,75
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1165,2,2,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1185,2,2,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,Puarent,1600,2,1,108
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1680,3,2,150
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,,1172,2,2,82
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1750,3,2,150
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1149,2,1,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,Puarent,1336,2,2,100
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1175,2,2,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1190,2,1,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,,1200,2,1,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1200,2,2,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1656,3,2,150
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1145,2,1,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1695,3,2,150
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,Oaeze B,1300,2,1,70
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1569,3,2,150
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1649,3,2,150
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,BVeneSe,1395,2,0,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1500,3,2,104
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1700,3,3,150
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,,1210,2,2,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,Srasy F,3050,2,,90
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1169,2,2,75
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1200,2,1,75
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1172,2,1,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,,1172,2,2,75
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1720,3,3,150
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1180,2,1,75
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1200,2,3,83
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1200,2,2,80
Super built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",3 BHK,RothaVa,1615,3,2,150
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1195,2,1,75
Built-up  Area,Ready To Move,"Lakshminarayana Pura,Bangalore",2 BHK,RothaVa,1200,2,1,80
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2,Bangalore",4 BHK,,2000,4,1,75.5
Plot  Area,Ready To Move,"Lakshmipura,Bangalore",2 Bedroom,,1350,2,1,110
Plot  Area,Ready To Move,"Lakshmipura,Bangalore",2 Bedroom,,1200,2,0,75
Plot  Area,Ready To Move,"Lakshmipura,Bangalore",2 Bedroom,,1225,2,0,65
Plot  Area,Ready To Move,"Lakshmipura Vidyaanyapura,Bangalore",8 Bedroom,,3500,6,2,120
Built-up  Area,18-01-2023,"Lal Bahadur Shastri Nagar,Bangalore",2 BHK,,856,2,1,48
Plot  Area,Ready To Move,"Lal Bahadur Shastri Nagar,Bangalore",3 Bedroom,,2400,2,2,185
Super built-up  Area,18-12-2023,"Lalbagh Road,Bangalore",4 BHK,,3675,4,3,367
Super built-up  Area,20-07-2023,"Langford Gardens,Bangalore",3 BHK,Soond R,2777,5,2,650
Super built-up  Area,20-04-2023,"Langford Gardens,Bangalore",3 BHK,Soond R,2777,5,2,649
Super built-up  Area,Ready To Move,"Langford Town,Bangalore",3 BHK,,912,2,1,70
Super built-up  Area,Ready To Move,"Langford Town,Bangalore",2 BHK,,1355,2,2,115
Super built-up  Area,Ready To Move,"Langford Town,Bangalore",2 BHK,,2031,2,2,200
Super built-up  Area,Ready To Move,"Lavakusha Nagar,Bangalore",3 BHK,Vanusn ,1431,3,2,65
Super built-up  Area,Ready To Move,"Lavakusha Nagar,Bangalore",3 BHK,,1780,3,1,100
Super built-up  Area,Ready To Move,"Lavakusha Nagar,Bangalore",3 BHK,VRest N,1535,3,1,72
Super built-up  Area,Ready To Move,"Lavakusha Nagar,Bangalore",3 BHK,Vanusn ,1545,3,2,65
Super built-up  Area,Ready To Move,"Lavelle Road,Bangalore",3 BHK,,2500,3,2,425
Super built-up  Area,Ready To Move,"Lavelle Road,Bangalore",2 BHK,,1000,2,0,150
Super built-up  Area,Ready To Move,"Lavelle Road,Bangalore",2 BHK,,985,2,1,156
Super built-up  Area,Ready To Move,"Lavelle Road,Bangalore",3 BHK,,1919,3,0,300
Super built-up  Area,Ready To Move,"Lavelle Road,Bangalore",3 BHK,,6729,4,,900
Plot  Area,Ready To Move,"Laxmi Sagar Layout,Bangalore",3 Bedroom,Pudgear,3100,3,3,250
Super built-up  Area,Ready To Move,"Laxmi Sagar Layout,Bangalore",3 BHK,DubowRa,1614,3,1,110
Super built-up  Area,Ready To Move,"Laxmi Sagar Layout,Bangalore",2 BHK,DubowRa,1140,2,1,76
Plot  Area,Ready To Move,"Laxmi Sagar Layout,Bangalore",3 Bedroom,Pudgear,1892,3,2,200
Plot  Area,Ready To Move,"Laxminarayana Layout,Bangalore",4 Bedroom,,1584,3,2,145
Built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",3 BHK,Sragei ,1600,3,2,65
Built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",2 BHK,,1184,2,1,69
Carpet  Area,Ready To Move,"LB Shastri Nagar,Bangalore",2 BHK,CharkR ,1043,2,2,55
Super built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",1 BHK,Ciisera,665,1,2,32
Super built-up  Area,18-08-2023,"LB Shastri Nagar,Bangalore",2 BHK,,1250,2,2,48.5
Super built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",3 BHK,MCrds S,1400,2,2,80
Super built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",2 BHK,MCrds S,1184,2,1,62
Plot  Area,Ready To Move,"LB Shastri Nagar,Bangalore",8 Bedroom,,2400,8,1,250
Super built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",2 BHK,MancyRe,1200,2,1,47
Built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",2 BHK,MCrds S,1200,2,1,75
Super built-up  Area,Ready To Move,"LB Shastri Nagar,Bangalore",2 BHK,ThhtsV ,1000,2,1,49.5
Super built-up  Area,Ready To Move,"LIC Colony,Bangalore",2 BHK,,1200,2,1,115
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1521,3,1,95
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1511,3,1,95
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1683,3,1,109
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1519,3,1,93
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1521,3,1,94.99
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1687,3,3,127
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1893,3,2,140
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1530,2,2,90
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1682,3,1,120
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1521,3,1,94.71
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1893,3,1,130
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1705,3,1,110
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",4 BHK,Soiewre,2245,4,2,154
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1682,3,1,113
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1682,3,1,114
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1506,3,1,95
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1683,3,1,140
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1683,3,1,110
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1684,3,1,120
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",4 BHK,Soiewre,2236,4,2,153
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",3 BHK,Soiewre,1894,4,1,114
Super built-up  Area,Ready To Move,"Lingadheeranahalli,Bangalore",4 BHK,Soiewre,2240,4,2,160
Super built-up  Area,18-04-2023,"Lingadheeranahalli,Bangalore",3 BHK,Shiumi ,1768,3,3,81.31
Carpet  Area,Ready To Move,"Lingarajapuram,Bangalore",2 BHK,Glnetch,1203,2,1,59.86
Plot  Area,Ready To Move,"Lingarajapuram,Bangalore",2 Bedroom,,1350,2,1,80
Plot  Area,Ready To Move,"Lingarajapuram,Bangalore",6 Bedroom,,600,7,2,63
Super built-up  Area,Ready To Move,"Lingarajapuram,Bangalore",2 BHK,,800,2,1,55
Built-up  Area,Ready To Move,"Lingarajapuram,Bangalore",1 BHK,,450,1,2,60
Plot  Area,Ready To Move,"Lingarajapuram,Bangalore",7 Bedroom,,1280,5,3,150
Plot  Area,Ready To Move,"Lingarajapuram,Bangalore",4 Bedroom,,360,4,3,37
Plot  Area,Ready To Move,"Lingarajapuram,Bangalore",3 Bedroom,,760,4,2,95
Super built-up  Area,17-09-2023,"Lingarajapuram,Bangalore",2 BHK,,1035,2,2,55
Super built-up  Area,Ready To Move,"Lottegolla Halli,Bangalore",4 BHK,AnialPa,3750,3,,550
Super built-up  Area,Ready To Move,"Lottegolla Halli,Bangalore",3 BHK,,1950,3,2,90
Super built-up  Area,Ready To Move,"Lottegolla Halli,Bangalore",2 BHK,,1250,2,2,55
Plot  Area,Ready To Move,"M C Layout,Bangalore",6 Bedroom,,2400,6,,245
Super built-up  Area,Ready To Move,"M V Extenstion,Bangalore",6 BHK,,900,5,,100
Super built-up  Area,Ready To Move,"M V Extenstion,Bangalore",5 BHK,,900,5,,135
Super built-up  Area,Ready To Move,"M.G Road,Bangalore",2 BHK,SontsAp,1250,2,0,200
Plot  Area,Ready To Move,"Madanayakahalli,Bangalore",2 Bedroom,,1200,2,1,34
Plot  Area,Ready To Move,"Madavara,Bangalore",4 Bedroom,,612,3,0,47
Plot  Area,Ready To Move,"Madavara,Bangalore",2 Bedroom,,1000,2,1,35
Super built-up  Area,18-05-2023,"Madiwala,Bangalore",3 BHK,,1250,3,2,39
Super built-up  Area,18-05-2023,"Madiwala,Bangalore",3 BHK,,1250,3,2,43
Plot  Area,Ready To Move,"Madiwala,Bangalore",4 Bedroom,,910,4,1,140
Plot  Area,Ready To Move,"Madiwala,Bangalore",3 Bedroom,,800,2,2,80
Plot  Area,Ready To Move,"Madiwala,Bangalore",1 Bedroom,,400,1,1,75
Super built-up  Area,18-04-2023,"Madiwala,Bangalore",3 BHK,,1250,3,2,39.5
Super built-up  Area,18-06-2023,"Madiwala,Bangalore",2 BHK,,1165,2,2,45
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",2 BHK,Vrenty ,1116,2,1,50
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",2 BHK,Vrenty ,1005,2,1,55.78
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",2 BHK,Vrenty ,1000,2,0,46.5
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",3 BHK,Vrenty ,1322,2,2,58.82
Built-up  Area,Ready To Move,"Magadi Road,Bangalore",6 Bedroom,,3600,6,0,141
Built-up  Area,Ready To Move,"Magadi Road,Bangalore",2 BHK,DSellil,1345,2,2,55
Built-up  Area,Ready To Move,"Magadi Road,Bangalore",1 Bedroom,,440,1,0,35
Built-up  Area,Ready To Move,"Magadi Road,Bangalore",2 BHK,Jaaveha,600,1,1,22
Plot  Area,Ready To Move,"Magadi Road,Bangalore",4 Bedroom,,1500,2,2,93
Plot  Area,Ready To Move,"Magadi Road,Bangalore",2 Bedroom,Bhgarve,1350,1,0,100
Plot  Area,Ready To Move,"Magadi Road,Bangalore",4 Bedroom,,1200,4,0,130
Super built-up  Area,Ready To Move,"Magadi Road,Bangalore",3 BHK,Bilya A,1282,2,2,49
Super built-up  Area,Ready To Move,"Magadi Road,Bangalore",2 BHK,Vrenty ,884,2,1,41.1
Super built-up  Area,Ready To Move,"Magadi Road,Bangalore",3 BHK,Vrenty ,1191,2,1,55.38
Plot  Area,Ready To Move,"Magadi Road,Bangalore",5 Bedroom,,5000,6,1,360
Super built-up  Area,Ready To Move,"Magadi Road,Bangalore",2 BHK,Vrenty ,1116,2,1,51.89
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",3 BHK,Vrenty ,1052,2,1,60
Plot  Area,Ready To Move,"Magadi Road,Bangalore",3 Bedroom,Anensva,1200,3,2,98
Super built-up  Area,Ready To Move,"Magadi Road,Bangalore",2 BHK,Jaaveha,750,2,1,27
Super built-up  Area,Ready To Move,"Magadi Road,Bangalore",2 BHK,,940,2,2,50
Super built-up  Area,18-05-2023,"Magadi Road,Bangalore",3 BHK,Vrenty ,1318,2,1,68
Plot  Area,Ready To Move,"Magadi Road,Bangalore",4 Bedroom,,800,4,,60
Plot  Area,Ready To Move,"Magadi Road,Bangalore",5 Bedroom,,1200,4,1,130
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",3 BHK,Vrenty ,1187,2,0,55.2
Super built-up  Area,18-08-2023,"Magadi Road,Bangalore",2 BHK,Vrenty ,884,2,1,48
Super built-up  Area,18-08-2023,"Mahadevpura,Bangalore",2 BHK,,1225,2,2,48
Built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neagar ,1451,2,,90
Built-up  Area,Ready To Move,"Mahadevpura,Bangalore",4 Bedroom,,3555,4,1,230
Plot  Area,Ready To Move,"Mahadevpura,Bangalore",5 Bedroom,,3295,4,2,260
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,,1720,3,3,78
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,,1150,2,3,52
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,,1250,2,3,52
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neagar ,1192,2,2,75
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,,1260,2,3,57.6
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",1 BHK,,730,1,1,35
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,,1058,2,2,85
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,3Codeli,1475,2,2,55
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,Neisei ,1434,2,1,67.39
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neisei ,1146,2,1,53.8
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,3Codeli,1532,2,2,62
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,Neisei ,1620,2,1,76
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,,1136,2,3,64.5
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,Neisei ,1400,2,2,65.8
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neagar ,1438,2,,89
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neisei ,1137,2,1,53.4
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,Neony H,1601,3,2,95
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,,1450,3,2,75
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neisei ,1152,2,1,54
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neisei ,1212,2,1,56.9
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,Maourit,1505,3,2,64
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,,1505,3,2,78
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",3 BHK,Neisei ,1500,2,1,70
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neisei ,1236,2,1,58
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,Neisei ,1236,2,1,58
Super built-up  Area,Ready To Move,"Mahadevpura,Bangalore",2 BHK,,1120,2,2,53
Super built-up  Area,18-05-2023,"Mahadevpura,Bangalore",2 BHK,,1050,2,1,42
Built-up  Area,Ready To Move,"Mahaganapathy Nagar,Bangalore",2 BHK,Vaodak ,1410,2,3,67
Super built-up  Area,Ready To Move,"Mahaganapathy Nagar,Bangalore",2 BHK,Vaodak ,1410,2,2,73
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",4 Bedroom,,3750,4,0,760
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",6 Bedroom,,1200,7,3,250
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",4 Bedroom,,1575,5,1,158
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",5 Bedroom,,1200,5,1,200
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",4 Bedroom,,1050,1,0,35
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",8 Bedroom,,1135,4,1,190
Super built-up  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",2 BHK,,1105,2,1,80
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",9 Bedroom,,4320,7,2,821
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",4 Bedroom,,1200,3,1,160
Plot  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",8 Bedroom,,4482,6,2,852
Built-up  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",2 BHK,,1080,2,1,67
Super built-up  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",3 BHK,RSntsja,1200,2,3,110
Super built-up  Area,Ready To Move,"Mahalakshmi Layout,Bangalore",3 BHK,Asmosz ,1876,3,1,150
Built-up  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",2 BHK,,830,2,1,60
Plot  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",6 Bedroom,,2400,6,2,408
Plot  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",2 Bedroom,,1290,1,0,225
Plot  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",4 Bedroom,,750,4,0,85
Plot  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",4 Bedroom,,1500,5,3,233
Built-up  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",6 Bedroom,,3000,6,3,300
Plot  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",5 Bedroom,,1550,3,1,250
Super built-up  Area,Ready To Move,"Mahalakshmi Puram,Bangalore",3 BHK,SKthaAa,1950,3,3,132
Built-up  Area,Ready To Move,"Maheswari Nagar,Bangalore",2 BHK,AsensGa,1000,2,2,60
Super built-up  Area,19-01-2023,"Mailasandra,Bangalore",2 BHK,Hanar I,999,2,1,43.66
Super built-up  Area,18-05-2023,"Maithri Layout,Bangalore",2 BHK,,1290,2,3,40.63
Super built-up  Area,Ready To Move,"Maithri Layout,Bangalore",2 BHK,,1134,2,1,40
Super built-up  Area,Ready To Move,"Maithri Layout,Bangalore",3 BHK,ItAnuna,1685,3,2,60
Super built-up  Area,Ready To Move,"Maithri Layout,Bangalore",3 BHK,Lalipa ,1540,3,3,76
Super built-up  Area,Ready To Move,"Maithri Layout,Bangalore",3 BHK,ItAnuna,1567,2,3,62
Super built-up  Area,Ready To Move,"Makali,Bangalore",1 BHK,,485,1,1,15
Super built-up  Area,Ready To Move,"Makali,Bangalore",1 BHK,,500,1,1,15
Super built-up  Area,Ready To Move,"Makali,Bangalore",1 BHK,,530,1,1,18
Plot  Area,Ready To Move,"Malimakanapura,Bangalore",3 Bedroom,Copust ,1168,3,0,70
Built-up  Area,Ready To Move,"Mallappa Layout,Bangalore",3 BHK,Keort F,1500,3,2,75
Plot  Area,Ready To Move,"Mallasandra,Bangalore",2 Bedroom,,1200,2,0,130
Plot  Area,Ready To Move,"Mallasandra,Bangalore",4 Bedroom,,600,2,2,50
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",3 BHK,Puestig,1665,3,2,95
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",3 BHK,Puestig,1665,3,2,86.58
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,,1340,2,2,61
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,GMilse ,1325,2,2,70
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",3 BHK,Puestig,1665,3,2,86.91
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,GMilse ,1325,2,1,70
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,Shbhi S,905,2,1,40
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,GMilse ,1325,2,,65
Built-up  Area,Ready To Move,"Mallasandra,Bangalore",4 BHK,Shbhi S,1810,3,2,57
Built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,GMilse ,1325,2,2,73
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,,1565,2,2,69
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",2 BHK,Shbhi S,905,2,1,35
Super built-up  Area,Ready To Move,"Mallasandra,Bangalore",3 BHK,ShnyeSy,1524,2,3,72
Built-up  Area,Ready To Move,"Mallasandra,Bangalore",3 BHK,,1100,2,3,76.3
Built-up  Area,Ready To Move,"Mallathahalli,Bangalore",3 BHK,Viers S,1225,3,3,60
Plot  Area,Ready To Move,"Mallathahalli,Bangalore",2 Bedroom,,1200,2,0,79
Super built-up  Area,Ready To Move,"Mallathahalli,Bangalore",2 BHK,DSvil S,1100,2,1,46
Super built-up  Area,Ready To Move,"Mallathahalli,Bangalore",3 BHK,,1320,2,2,55
Super built-up  Area,19-06-2023,"Mallathahalli,Bangalore",2 BHK,Siacen ,1100,2,2,64.08
Super built-up  Area,18-04-2023,"Malleshpalya,Bangalore",2 BHK,,1140,2,2,46.5
Super built-up  Area,18-05-2023,"Malleshpalya,Bangalore",2 BHK,,1225,2,2,46.86
Built-up  Area,Ready To Move,"Malleshpalya,Bangalore",3 BHK,MancyRe,1405,2,2,77
Plot  Area,Ready To Move,"Malleshpalya,Bangalore",4 Bedroom,,2592,4,2,250
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",3 BHK,,1785,3,2,75
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",2 BHK,A idse ,1052,2,2,50
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",2 BHK,A idse ,1065,2,2,50
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",2 BHK,Shise P,1210,2,3,55
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",3 BHK,Saestde,1900,3,2,60
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",2 BHK,,1060,2,1,40
Super built-up  Area,Ready To Move,"Malleshpalya,Bangalore",3 BHK,KencyRe,1430,2,1,69.5
